Team,Player,10+ PTS,19+ PTS,20+ PTS,29+ PTS,30+ PTS,1+ 3's,2+ 3's,3+ 3's,4+ 3's,9+ 3's,4+ Rebs,6+ Rebs,8+ Rebs,10+ Rebs,12+ Rebs,14+ Rebs,16+ Rebs,2+ ASTs,4+ ASTs,6+ ASTs,8+ ASTs,10+ ASTs,12+ ASTs
Detroit Pistons,Tim Hardaway Jr.,1.39,0,0,0,0,1.04,1.16,1.49,2.41,0,6.3,0,0,0,0,0,0,1.4,0,0,0,0,0
Detroit Pistons,Tobias Harris,1.43,0,0,0,0,1.19,2.0,6.3,0,0,1.34,1.71,2.42,3.9,7.27,0,0,1.16,2.41,0,0,0,0
Detroit Pistons,Cade Cunningham,1.0,1.06,1.09,2.19,2.56,nan,nan,nan,nan,nan,1.02,2.0,0,0,0,0,0,1.0,1.01,1.07,1.45,3.24,0
Detroit Pistons,Jaden Ivey,1.0,1.26,1.38,0,0,1.14,1.63,3.56,0,0,1.21,2.0,5.73,0,0,0,0,1.0,1.08,2.58,0,0,0
Detroit Pistons,Jalen Duren,1.54,0,0,0,0,nan,nan,nan,nan,nan,1.01,1.07,1.24,1.7,3.02,7.25,0,1.04,1.49,5.21,0,0,0
Detroit Pistons,Malik Beasley,1.0,0,0,0,0,1.01,1.07,1.24,1.71,0,1.4,0,0,0,0,0,0,3.52,0,0,0,0,0
Detroit Pistons,Isaiah Stewart,0,0,0,0,0,nan,nan,nan,nan,nan,1.19,6.3,0,0,0,0,0,1.19,6.3,0,0,0,0
Detroit Pistons,Simone Fontecchio,3.96,0,0,0,0,1.24,1.71,3.03,7.29,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan
Detroit Pistons,Simone Fontecchio,3.96,0,0,0,0,1.24,1.71,3.03,7.29,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan
Miami Heat,Terry Rozier,nan,nan,nan,nan,nan,1.0,1.02,1.32,4.17,0,1.0,1.32,0,0,0,0,0,1.02,1.32,4.17,0,0,0
Miami Heat,Tyler Herro,1.06,2.0,2.33,0,0,1.0,1.02,1.32,4.17,0,1.23,2.0,5.36,0,0,0,0,1.02,1.32,4.17,0,0,0
Miami Heat,Jimmy Butler,1.58,2.41,2.56,4.92,5.37,1.32,4.17,0,0,0,1.17,1.57,2.76,6.92,0,0,0,1.0,1.05,1.32,2.46,8.38,0
Miami Heat,Nikola Jovic,1.19,0,0,0,0,1.02,1.32,4.17,0,0,1.02,4.17,0,0,0,0,0,1.32,1.8,2.98,6.21,0,0
Miami Heat,Bam Adebayo,1.32,0,0,0,0,nan,nan,nan,nan,nan,1.14,1.32,1.69,2.46,4.17,8.38,0,1.32,4.17,0,0,0,0
Miami Heat,Alec Burks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Miami Heat,Jaime Jaquez Jr.,1.85,0,0,0,0,nan,nan,nan,nan,nan,1.0,1.32,0,0,0,0,0,1.0,1.32,0,0,0,0
Miami Heat,Duncan Robinson,0,0,0,0,0,1.32,2.0,4.17,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan
Miami Heat,Thomas Bryant,0,0,0,0,0,1.32,4.17,0,0,0,4.17,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan
