Team,Player,10+ PTS,15+ PTS,20+ PTS,25+ PTS,30+ PTS,1+ 3's,2+ 3's,3+ 3's,4+ 3's,5+ 3's,4+ Rebs,6+ Rebs,8+ Rebs,10+ Rebs,12+ Rebs,14+ Rebs,16+ Rebs,2+ ASTs,4+ ASTs,6+ ASTs,8+ ASTs,10+ ASTs,12+ ASTs
Toronto Raptors,Scottie Barnes,1.0,1.09,1.72,5.2,32.9,1.29,2.26,5.23,15.23,53.83,1.02,1.11,1.41,2.23,4.47,11.33,36.01,1.02,1.2,1.88,4.2,13.29,57.74
Toronto Raptors,Gary Trent Jr.,1.19,2.94,21.33,0,0,1.09,1.4,2.17,4.05,8.97,3.76,20.09,0,0,0,0,0,1.78,8.2,79.29,0,0,0
Toronto Raptors,OG Anunoby,1.05,1.63,5.79,51.75,0,1.12,1.54,2.61,5.42,13.39,1.67,4.13,16.15,94.06,0,0,0,1.49,4.98,33.36,0,0,0
Toronto Raptors,Gradey Dick,3.59,60.28,0,0,0,1.34,2.51,6.28,19.84,76.32,7.37,65.95,0,0,0,0,0,4.01,60.12,0,0,0,0
Toronto Raptors,Kelly Olynyk,2.0,14.84,0,0,0,1.95,6.14,27.31,0,0,1.28,2.26,5.88,22.01,0,0,0,1.07,1.58,3.66,13.24,71.07,0
